Actor,file_name,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,ZCR,emotion
Actor_23,03-01-03-02-02-01-23.wav,-538.31866,50.505936,-12.359847,4.5823774,-8.39855,4.248584,-9.695197,-6.7573524,-4.2752566,-6.1744523,-10.100779,-5.0132184,-1.072822,-5.250196,-5.2204657,-2.913376,-6.7051682,-6.375082,-1.4579071,-3.7426982,0.04020931846217105,happy
Actor_12,03-01-04-01-01-01-12.wav,-654.4894,77.30408,-4.0832987,5.640423,0.22231375,8.601616,-10.114479,0.45647296,-7.6464577,-8.527757,-6.4510126,-2.3830173,-4.6079683,-3.8232296,-2.685991,-6.2988133,-6.185623,2.6321194,-2.7961886,-8.31911,0.0838187839673913,sad
Actor_16,03-01-04-01-02-02-16.wav,-705.6631,57.349407,5.849416,13.384483,3.0264778,6.5376444,-8.087293,-6.1363263,-10.887021,-3.044695,-4.964039,-1.3908119,-6.846184,-7.1847467,-2.5925572,-3.027093,-5.29922,-1.2999214,-4.2278967,-4.963595,0.05980925864361702,sad
Actor_15,03-01-06-01-01-02-15.wav,-606.7902,73.49235,2.0664794,15.99518,5.0865016,19.479918,-1.8802031,3.647569,-4.368983,-2.1454208,3.706824,6.265945,0.88930506,2.4090533,2.5852823,4.646304,1.1360528,2.479564,1.408617,0.09129673,0.05444965977822581,fearful
Actor_24,03-01-04-02-02-01-24.wav,-599.9094,64.42398,-6.3752227,10.306619,-6.254834,2.2846334,-12.666918,-7.975377,-14.245497,-14.02012,-9.055,-3.3471212,-9.089478,-11.285164,0.24669638,-2.003757,-9.160408,-0.664839,-5.2098866,-7.7132196,0.09389957476265823,sad
Actor_23,03-01-04-02-01-01-23.wav,-603.57245,65.23966,2.0636098,8.543237,2.7293735,16.630287,-7.243426,4.377881,-12.744414,-3.883391,-9.102304,-4.9875426,-2.1033168,-3.8341591,-4.0303664,-0.40407503,0.48180786,-2.263454,0.41865957,-1.363032,0.09625959515274314,sad
Actor_14,03-01-05-01-01-01-14.wav,-621.2703,45.31814,-9.525032,7.8127584,-5.353625,-2.3450818,-12.254922,2.1518393,-10.855036,-3.1249313,-3.141605,-6.1917644,-4.744223,-5.2142057,-5.3366594,-2.721981,-1.3623532,-1.0001295,-0.8609089,-0.14529003,0.08173943694526627,angry
Actor_02,03-01-04-02-02-02-02.wav,-687.3986,61.031883,-7.11638,8.069417,-3.8432615,2.7920034,-11.200945,-3.3254013,-13.323005,-7.9586997,-6.2958865,-1.9197619,-7.7417617,-4.912199,-4.7955666,-6.416377,-1.5258193,-2.4935586,-7.6335664,-4.212038,0.06644304800724637,sad
Actor_02,03-01-08-01-01-01-02.wav,-601.55707,56.22707,-14.788618,5.832396,-0.54478747,1.7596616,-13.9631815,3.9500954,-7.4126754,-1.8806309,-2.5381289,-3.536913,-2.970739,-4.0528045,-4.2464595,-1.4222711,-0.22619946,-0.111434385,-1.1925915,1.4497008,0.07735580995858433,surprised
Actor_14,03-01-02-02-01-01-14.wav,-793.7185,47.604687,6.1680937,13.021605,-2.1996832,3.4003851,-9.262201,3.2979681,-8.007885,-1.9330506,-2.4519749,-1.4003689,-1.010578,-3.8797467,-4.857247,-1.3485833,-2.8131022,-4.5393853,-2.7725456,-3.0571952,0.05799247804752066,calm
Actor_10,03-01-04-02-01-02-10.wav,-590.1153,85.34381,-8.786714,9.313595,6.0355673,16.448029,-14.044169,-2.2006114,-17.79904,-17.516993,0.7504398,0.36111778,-2.1902726,-5.313437,-1.1477482,2.856588,-3.4646637,3.5697498,0.6942406,-2.6747096,0.0915009911380597,sad
Actor_23,03-01-02-02-01-01-23.wav,-692.9809,79.81773,5.412728,12.926897,1.7429112,16.889456,-4.74689,2.736267,-5.111893,-1.0767813,-4.3519726,-4.289858,2.8531072,-1.3652589,-5.2705984,-0.7182986,-3.2310786,-2.1798818,0.9188483,-2.4860873,0.044587311921296294,calm
Actor_06,03-01-07-01-01-01-06.wav,-718.33795,83.775734,-10.532091,14.579582,-8.153666,7.6110387,-13.185247,-5.0732956,-12.631406,-7.4369893,-3.287561,-3.2462053,-3.6715481,-4.1748137,-6.52591,-6.109854,-5.4581156,-1.3730898,-3.6255205,-7.2701263,0.07245114219224924,disgust
Actor_19,03-01-03-01-02-02-19.wav,-683.28894,87.44535,2.666404,21.16756,5.467172,10.0550585,5.652931,10.823008,-5.1258082,0.09361887,-3.6583087,0.3052202,7.69074,-3.5113022,-0.38597,4.580502,-0.2640818,1.843457,1.0850109,-0.21311487,0.04372164818548387,happy
Actor_24,03-01-03-02-01-02-24.wav,-549.2362,55.645756,-18.499104,3.886537,2.1703668,-1.3207946,-13.935467,-1.3074939,-6.164294,-6.7242785,-1.7482879,-2.759629,-6.3369293,-2.2109926,3.369204,-3.7287962,-4.4679317,2.997232,-4.0703244,-4.058586,0.075976010769774,happy
Actor_14,03-01-08-02-01-02-14.wav,-627.05566,53.90377,-10.006621,0.4743414,-7.846046,-2.609977,-16.365953,0.8774325,-13.054741,-6.2783675,-3.6267104,-5.3990407,-7.4609895,-3.4060082,-3.7222402,-2.524346,-0.016175019,-0.9344175,-4.4707494,-0.44783354,0.06740526221264367,surprised
Actor_06,03-01-08-02-01-01-06.wav,-717.5757,79.602974,-13.107271,7.6213474,0.22719544,9.038008,-18.661291,-3.940175,-11.512816,-5.4177423,3.147604,-2.6033888,-5.2764373,-5.941053,-3.7502723,-4.0357375,-8.761855,-2.839805,-5.841248,-6.7316236,0.08805124383223684,surprised
Actor_12,03-01-04-01-01-02-12.wav,-641.9382,81.56063,-0.5259815,9.225303,4.056046,10.26979,-8.156503,0.7238309,-8.141051,-12.107889,-4.507112,0.4854673,-5.0475464,-3.59813,-2.1180375,-6.886118,-4.3288817,2.4010415,-4.65948,-7.9257884,0.059766780695266274,sad
Actor_25,03-01-01-01-01-01-25.wav,-154.1112,42.19732,15.22657,0.099037774,3.6074095,-0.5497907,-12.090067,-1.3853469,-1.8673416,-0.17336449,-7.513334,-3.6119003,-1.6467575,-2.8662817,-9.124171,-8.755057,-5.053237,-2.8519928,-7.677975,-3.5796068,0.23134251644736842,neutral
Actor_16,03-01-06-01-02-02-16.wav,-582.41504,53.82776,-6.217736,7.7031937,-1.5356784,4.7516317,-11.035255,-6.731742,-12.881447,-9.406088,-5.0807076,0.43318984,-7.476513,-10.972319,-2.6721673,0.7748028,-7.003615,-5.016933,-4.147609,-4.9155097,0.07072644589552239,fearful
Actor_12,03-01-07-02-02-02-12.wav,-551.6,63.799294,-12.1494875,8.131042,-7.8830743,6.7697845,-11.828072,-1.3063654,-8.772339,-11.912496,-7.6369915,1.7169111,-11.210947,-3.3901587,-3.2183883,-9.1769285,-5.0619364,-0.6827772,-5.7146015,-8.540649,0.08904652940683647,disgust
Actor_19,03-01-02-01-01-02-19.wav,-774.56104,87.54636,19.207731,33.02402,11.656986,20.653204,7.657378,7.0383334,0.20865762,-0.5546279,-0.7447874,1.2421249,5.809557,0.4055641,0.57901317,2.3348923,0.54362184,0.26786172,2.4924915,1.2485541,0.04407410552536232,calm
Actor_17,03-01-04-01-01-01-17.wav,-642.42456,83.98038,2.9511874,9.865699,6.368343,16.989672,-1.068586,12.48921,0.8636479,-7.0290823,-3.3499632,3.1815412,5.8934464,-0.117050566,2.9137228,5.104609,0.6845666,0.27882075,1.2708186,1.294499,0.06315670289855073,sad
Actor_19,03-01-03-01-02-01-19.wav,-721.0215,89.48579,12.203624,25.903587,6.27397,13.19099,9.462798,8.2741375,-4.892338,-0.38055658,-3.097684,-1.2961872,5.652433,-2.664186,0.23363706,2.7030606,-0.88646907,-1.615535,1.6520294,1.1484151,0.045238383041530945,happy
Actor_24,03-01-04-01-01-01-24.wav,-712.7358,65.75519,-1.3134109,10.639453,-3.1075976,4.5924354,-9.416332,-5.9806123,-9.20671,-6.1180296,-5.998509,-6.3699284,-5.2037992,-6.661703,-2.2475214,-4.2711864,-3.5441844,-1.2803317,-6.1488996,-3.502503,0.056132051542207795,sad
Actor_13,03-01-08-02-01-01-13.wav,-644.5278,64.564865,-4.526694,12.617377,-1.339593,8.43286,-3.3381913,-2.138234,-5.568493,-0.89533466,-3.653052,-1.8895154,1.497704,-3.2122838,-4.7154546,0.7980206,-2.9747357,-3.0516183,-0.45945218,-0.9266689,0.06371368310702875,surprised
Actor_22,03-01-02-01-02-02-22.wav,-707.7187,65.4332,-0.9955202,11.735021,-3.9219573,13.018924,-4.3351574,2.2775285,-8.617468,-8.3898,-4.355832,-0.17609829,2.080013,-8.25398,-4.0861406,0.88936734,-1.9927611,3.5308697,-6.0260096,-3.8869817,0.07470997270331325,calm
Actor_01,03-01-02-01-01-02-01.wav,-735.0066,79.09305,8.141051,11.41355,5.174124,15.393285,-2.7520719,2.9645836,-5.388971,-1.6918324,-5.8528347,-4.0432878,3.0046406,-1.0366162,-0.06775634,0.08821347,-2.2095819,-1.4559767,2.5682304,-1.5963124,0.03303843842455621,calm
Actor_16,03-01-03-02-01-02-16.wav,-482.47052,49.874416,-15.788864,2.7263017,0.07136016,1.5727135,-13.659212,-4.679632,-6.5073514,-6.281516,-3.7363977,-0.048206706,-5.4146395,-8.0222845,-0.86894476,-0.9943854,-5.4598565,-2.8338685,-5.736144,-3.6903393,0.0916904734141791,happy
Actor_22,03-01-07-02-02-01-22.wav,-608.07104,59.771233,-10.424177,6.8536654,-4.324524,6.2712154,-11.632592,-5.3456264,-12.503009,-2.58718,-9.0072,-0.7644487,-2.107477,-10.944089,-3.2004988,-0.4625712,-10.241024,0.6605668,-5.3278103,-6.772241,0.08109424446202532,disgust
Actor_13,03-01-05-01-02-01-13.wav,-603.27124,68.39223,-4.1049185,10.763319,3.5729406,9.676021,-4.0988755,-0.94583064,-2.6815264,-5.095329,-10.768066,-1.3166014,0.704793,-5.637141,-1.6802018,4.6419516,-2.2778444,-2.1951392,1.2057348,-2.7443523,0.07233641133505918,angry
Actor_18,03-01-07-02-02-01-18.wav,-501.9472,44.17207,-11.031919,-3.310133,-10.378845,0.35534585,-15.373321,3.4113626,-11.094648,-10.508227,-7.942953,-1.5448661,-0.9805842,-7.266027,-1.9712416,-3.5524278,-4.287512,-3.168298,-7.320386,-6.504669,0.09062948994252873,disgust
Actor_02,03-01-08-01-01-02-02.wav,-628.42194,57.846428,-15.041886,1.5338742,-2.6143193,1.5111591,-12.51113,3.1742525,-7.9062595,-3.8033814,-4.8641777,-3.9710584,-5.734494,-3.7001534,-3.522891,-3.475539,-0.44763792,-0.5258073,-2.5004683,-0.71653175,0.07025072948042169,surprised
Actor_19,03-01-06-02-01-02-19.wav,-451.27454,36.182907,-27.630154,-0.4481962,-8.6977215,-2.6687396,-14.674698,-5.5823655,-19.322618,-7.980079,-7.539689,-3.8557975,-3.3807423,0.113222376,-0.66099274,4.5959377,7.231487,1.6877311,-4.962957,-1.2484655,0.07097703887195123,fearful
Actor_15,03-01-04-01-02-02-15.wav,-659.3052,93.342415,5.6223407,14.552147,9.293249,22.007557,-3.9821784,7.5615234,0.29381552,-1.1329486,0.48094052,1.5249852,1.4647534,-1.27282,-0.5954609,-0.40025222,-0.98117584,1.0101373,-0.6738533,0.62913835,0.050472211234177215,sad
Actor_16,03-01-01-01-01-02-16.wav,-701.00214,72.10109,5.47984,13.864513,1.0095403,6.3806534,-11.297619,-2.1978111,-7.0966225,-2.520555,-3.2190912,-1.6941636,-4.5668797,-5.2861543,-1.0777302,-2.6736202,-4.8683825,-1.482958,-4.744792,-4.122609,0.055022758636039885,neutral
Actor_07,03-01-01-01-01-01-07.wav,-685.1911,91.44493,6.7003827,19.388222,8.064279,17.239891,-7.0186505,2.3264654,-8.858726,-1.7122341,2.0464091,-2.9419842,-3.6179066,-0.5011817,-1.2188423,3.8716362,-6.1852145,-0.22285844,2.9005125,-4.7355704,0.07312078423838798,neutral
Actor_13,03-01-01-01-02-02-13.wav,-735.38324,72.62126,-1.181431,11.689086,4.2535324,10.882351,0.4463083,1.0610936,-2.5453866,-3.8680258,-4.9072804,1.5997664,3.6446865,-2.505638,-1.0760424,5.054444,-1.286253,-3.2107832,3.7762253,-1.564111,0.07077098781779662,neutral
Actor_21,03-01-03-02-01-02-21.wav,-527.3722,72.43521,-12.256225,3.503888,6.7742043,10.808753,-10.59567,-3.3689525,0.60855615,-7.303868,-10.62133,-0.4436088,-0.3204377,-6.9170036,-4.8763356,0.93822795,-3.8288176,-3.9518957,-3.0822926,-4.1250453,0.06345148859797298,happy
Actor_24,03-01-02-02-01-02-24.wav,-721.3479,66.84917,-5.8035173,12.672826,-4.006457,5.5202885,-10.044577,-1.099904,-9.682877,-6.176111,-6.1222057,-8.261205,-2.7931585,-4.0630684,-4.634004,-6.4785194,-5.040706,-0.97848046,-5.5956373,-5.5911345,0.05038244437172775,calm
Actor_23,03-01-05-01-02-01-23.wav,-577.51447,57.638367,-8.456705,6.1247883,-3.2681081,8.704621,-8.484184,-1.1842911,-2.4678824,-5.090221,-6.54236,-4.719343,-2.045787,-3.8630164,-5.937314,-0.8451665,-4.520736,-3.9513786,-1.8963677,-2.1645434,0.05860488344869707,angry
Actor_23,03-01-03-02-01-01-23.wav,-541.4354,49.822803,-13.8180895,4.263922,-7.2652707,4.800775,-8.767632,-4.913115,-5.302763,-5.9541945,-8.21594,-5.1957874,-2.4077952,-4.278298,-6.116583,-3.400839,-5.410473,-5.736123,-1.3300087,-4.488621,0.05416227641858553,happy
Actor_20,03-01-03-01-01-02-20.wav,-658.98737,57.7808,-15.421014,7.043191,-5.502955,-0.09134249,-15.610534,-1.1280609,-10.829281,-11.008883,-2.9166455,-7.6213884,-6.8685484,0.21420082,-8.369769,-4.449609,0.3017056,-5.725206,-6.600299,-3.1938732,0.05000112248563218,happy
Actor_20,03-01-08-02-02-02-20.wav,-615.78674,53.243088,-18.665054,4.90229,-5.0748167,2.7177367,-12.459075,0.46543503,-15.718541,-9.00968,-2.625159,-3.3661423,-7.5670457,-4.8137827,-5.6088367,-3.5976117,-4.4586205,-5.8846664,-8.036819,-6.078789,0.07316509046052631,surprised
Actor_01,03-01-03-02-02-01-01.wav,-554.2307,70.283676,-10.080169,11.619575,-1.2718133,10.0290985,-6.932471,-0.29826084,-9.17895,-6.3009877,-12.876888,-5.181731,3.789686,-6.8733644,-3.9640012,1.6868476,-3.3288593,-5.559685,0.8023907,-1.9896815,0.0670383762668919,happy
Actor_20,03-01-08-01-02-02-20.wav,-703.6359,57.355385,-14.369708,5.223923,-2.7216642,-0.35901785,-10.713078,-0.7496669,-14.1529665,-8.226538,-1.0936744,-5.3185587,-5.42227,-2.1488233,-4.3547883,1.243585,0.09047889,-0.059965316,-2.1214068,-3.8591547,0.05213740656146179,surprised
Actor_03,03-01-07-01-02-01-03.wav,-612.5424,67.349144,-1.6704589,17.94051,1.533188,14.715974,-10.138942,0.48823926,-14.177337,2.4704957,-4.1733727,-0.7552409,1.29895,-5.309803,-6.3136153,-1.5164577,-3.5786119,-1.0040303,-2.8767517,-2.0893178,0.0961986293454142,disgust
Actor_14,03-01-01-01-01-01-14.wav,-784.7431,52.277733,6.131366,14.390514,0.26226863,2.7386377,-11.140385,4.4234014,-8.787228,-1.9141567,-3.3079875,-2.1420605,-0.48702726,-2.9815469,-3.8015504,-1.5168341,-1.4071236,-3.0956223,-2.262394,-1.8212662,0.04932988640720859,neutral
Actor_23,03-01-08-01-02-01-23.wav,-569.1324,61.33735,-8.703363,6.94615,-4.533214,9.644601,-5.383986,-2.715068,-4.033091,-5.983436,-6.899128,-4.032602,1.6156094,-1.708723,-4.875279,-1.9608934,-3.55454,-5.255531,-2.409084,-2.2482915,0.0650941910282258,surprised
Actor_09,03-01-04-01-02-02-09.wav,-843.609,69.0147,19.271357,26.02685,13.544138,19.910967,7.492044,10.563536,-2.974152,-3.3435502,3.6024337,3.8830476,3.6513126,-0.80022705,4.438733,3.4090374,-2.040564,-0.74405634,1.2106384,1.2766888,0.05489349365234375,sad
Actor_20,03-01-06-01-02-01-20.wav,-769.32874,38.486492,-6.8537564,12.7571945,-2.127409,5.5453568,-7.995834,-2.2975135,-14.598735,-4.8992314,0.079553306,-3.115549,-5.331809,-3.3666577,-4.381294,-1.6574379,-1.0376154,-2.6050384,-4.220443,-4.228129,0.07274598817567568,fearful
Actor_02,03-01-06-02-01-01-02.wav,-535.523,44.540638,-30.301683,-4.1415024,-7.739762,-6.3114443,-17.439528,-2.251262,-12.8389,-10.43201,-4.3749375,-3.2262971,-8.528458,-6.466595,-6.4820876,-3.8969264,0.85370505,1.4299257,2.03776,7.760972,0.09159718574929972,fearful
Actor_24,03-01-01-01-02-02-24.wav,-703.7925,58.8638,-6.591528,9.530988,-5.435256,0.80102086,-9.16663,-5.330837,-13.281657,-7.27472,-4.4762573,-6.7058487,-5.944012,-5.418315,-1.2140177,-4.6268225,-6.079687,0.6027526,-5.3092165,-5.097806,0.05877721662352071,neutral
Actor_10,03-01-04-01-02-01-10.wav,-637.66895,73.86638,14.166146,16.178993,4.8461494,13.720256,-9.029245,3.7535284,-11.576625,-9.54151,0.1948745,-2.8815675,-3.3547776,-6.3859243,0.3490324,0.8956519,-2.385176,0.44854143,-1.3733166,-0.9016498,0.09522955101656627,sad
Actor_08,03-01-04-01-02-01-08.wav,-761.48303,71.77338,14.63363,23.550846,8.441536,18.252174,0.082436815,11.601342,-4.0753775,-4.0150733,0.15829195,0.43211883,1.0884383,-0.69993824,-3.2027686,1.7220681,-0.5032421,1.2671276,-0.56006235,-1.5220629,0.0705078125,sad
Actor_16,03-01-06-01-01-02-16.wav,-636.4804,55.530087,-2.0547636,9.373142,1.3357898,4.4300356,-7.8803735,-0.35135353,-11.072628,-5.682192,-4.967769,0.78847736,-5.5897555,-8.223734,-2.9184759,2.6341553,-3.6539912,-4.359292,-4.0919857,-3.3580728,0.05877481477963526,fearful
Actor_24,03-01-07-01-02-01-24.wav,-621.3281,68.56883,-22.176456,6.305642,-2.0125768,-6.6770463,-12.559688,-5.3895764,-14.246054,-9.887771,-5.4310584,-4.2492332,-8.476265,-4.3603735,-0.3113449,-6.30592,-6.6186757,-0.2950482,-5.3791685,-6.0574336,0.07970152509973404,disgust
Actor_05,03-01-08-01-02-01-05.wav,-688.12317,70.1468,-2.9030225,5.632284,3.1993637,9.514027,-11.829023,1.7929635,-1.9158643,-5.4103403,-5.6767635,-1.0669152,-1.4305182,-1.6157422,-1.8290812,0.72602165,-1.6490091,-1.6811621,1.5632023,-1.5229602,0.07964409722222222,surprised
Actor_18,03-01-04-01-01-01-18.wav,-679.45483,71.6397,-3.606426,4.3808627,-4.1035423,7.61354,-15.080422,2.461227,-3.2541423,-12.483388,-6.603518,-4.3088555,-1.2554712,-5.6617107,-6.0696387,-1.2936232,-7.459968,-2.0387156,-4.8655295,-5.796937,0.042365321828358206,sad
Actor_01,03-01-03-01-02-01-01.wav,-693.60925,77.67328,2.3561034,12.037886,5.2729096,9.537619,-5.2778487,3.8140175,-8.264009,-3.2064867,-11.793282,-2.4545705,4.334239,-4.8832984,-2.1284637,2.046353,-3.129044,-1.5454043,3.1501718,-3.032046,0.048661932887801206,happy
Actor_25,03-01-07-01-01-02-25.wav,-181.1723,32.802616,17.385696,8.068891,0.6879026,-2.1532056,-4.7709427,-2.7156377,-6.97247,-1.614754,-5.2933426,-3.1167889,-2.3881326,-7.886411,-7.006301,-5.0028653,-5.2705235,-4.9639044,-3.6339507,-2.0289896,0.25577132428278687,disgust
Actor_11,03-01-08-02-01-01-11.wav,-618.6782,51.336807,0.84473675,13.7760725,-0.73259246,8.760256,-2.8669484,4.1627,-3.003808,-0.70938796,-3.8070035,-1.6861858,0.91255176,1.1212145,-2.731861,-1.492298,-3.1238005,0.76286393,-1.5378503,-1.8302896,0.053441365559895836,surprised
Actor_07,03-01-04-02-01-01-07.wav,-633.6809,94.717926,-5.434954,11.03422,6.998949,20.168148,-11.770556,-9.371553,-8.13206,-7.7728925,-11.795867,-8.572509,-6.093226,-9.830364,-2.5718985,-2.114085,-6.8205085,-4.1042185,-1.6264833,-3.854841,0.08417836782094594,sad
Actor_01,03-01-05-02-02-01-01.wav,-433.96573,53.986015,-22.43721,10.337305,-7.0144815,4.4466414,-9.936925,-1.8927367,-10.486029,-7.3606787,-12.758345,-6.5644193,-1.5250012,-6.7763186,-6.6401253,-0.27967215,-6.806804,-2.4216259,-1.3657228,-2.9342387,0.12269450708762887,angry
Actor_09,03-01-08-02-01-01-09.wav,-656.88727,60.64273,5.7021036,10.6480055,8.580758,10.174667,-4.1023784,-0.4230548,-2.0111256,-2.1265488,-0.8857845,-2.1194057,-3.6443548,-1.8155645,-1.3255825,-1.5865523,-2.4715035,-1.5460117,-1.1468718,-0.9075204,0.06496188256048387,surprised
Actor_22,03-01-08-02-02-01-22.wav,-523.75665,42.929535,-9.608952,1.7667593,-13.816484,1.6879214,-10.068637,-8.546539,-11.064612,-9.346706,-12.807373,-1.8335053,-2.1213236,-9.115783,-8.808445,-0.026599972,-8.1819,0.7363602,-2.3934991,-0.77110535,0.08521630298132184,surprised
Actor_19,03-01-07-01-01-01-19.wav,-642.16455,82.81596,8.369739,24.75858,4.917645,5.711841,-3.841242,5.351685,-10.691513,-2.1399245,-1.8526759,-7.2691517,3.0829308,-1.5219443,-2.7038686,3.8299427,-4.0900435,-1.4213281,3.6050038,1.3227596,0.06369532216893564,disgust
Actor_21,03-01-03-02-02-01-21.wav,-532.1059,75.85605,-3.054366,4.4442496,6.8761973,10.652038,-10.580307,-2.0720296,-4.2409306,-6.6110835,-8.944993,0.6324284,-0.52305734,-7.242952,-2.7027354,0.06761565,-3.277533,-2.432359,-1.7063282,-4.796931,0.06653928894927537,happy
Actor_07,03-01-01-01-02-01-07.wav,-670.8587,76.79632,11.147036,15.564753,5.9507504,17.093586,-6.5601497,0.9777879,-11.249627,-3.3218868,-0.97752696,-3.03093,-4.4691815,-1.4393129,-1.6671728,2.4984596,-6.6550484,-2.2780595,0.9259163,-4.210712,0.08256483569587629,neutral
Actor_16,03-01-08-02-01-02-16.wav,-568.80005,58.65654,-7.1742964,2.8390565,-4.236922,-2.8390348,-13.680382,-4.462888,-8.784939,-4.2337074,-6.444661,-3.8979118,-6.706844,-6.829914,-3.8157165,-3.855143,-3.9305303,-1.4629592,-4.6697497,-1.322981,0.0630662297628012,surprised
Actor_03,03-01-02-02-01-01-03.wav,-595.656,115.125786,-12.486445,9.778534,-4.407841,11.404601,-7.635161,-6.138894,-14.109396,3.5589497,-4.4130926,-8.857958,9.459617,6.6995773,-9.846998,2.863411,0.44323826,-4.445925,0.12393825,1.1196635,0.0630746000989446,calm
Actor_07,03-01-06-02-01-02-07.wav,-547.91174,52.481342,-12.485001,5.7450953,-4.0237966,6.554358,-19.839003,-5.646112,-6.0162153,-4.6249747,-8.0011635,-6.141102,-2.7891903,-5.2169633,-7.17486,-0.15500899,-1.7014662,-2.0567007,-1.4768937,-1.7906228,0.0803282568059816,fearful
Actor_11,03-01-03-02-02-01-11.wav,-532.39343,68.55252,-3.2168446,13.159064,-4.7356954,6.3896136,-6.5848784,1.6762506,-3.0002737,-3.8860216,-7.7787876,-5.6636777,-1.775321,-1.6712946,-4.412706,-0.12629345,-6.198065,-1.1351928,-0.09724834,-5.4614162,0.06907094740013774,happy
Actor_11,03-01-03-02-02-02-11.wav,-534.58734,57.255592,3.9571714,13.832829,-2.3468113,5.326597,-3.008405,-0.12048284,-3.1616576,-1.9302611,-4.396206,-5.4418507,-1.7616674,1.0032793,-3.9370077,-0.7737794,-4.146248,-1.9753838,1.0926898,-4.5401073,0.06324652118161095,happy
Actor_11,03-01-08-02-02-01-11.wav,-571.0102,50.20219,-2.85783,15.233767,-5.57638,8.237309,-3.218526,2.8895998,-2.7944038,-0.7206331,-6.5015554,-2.8549702,0.92015433,0.4160362,-4.1823974,-1.5778904,-3.313604,1.8141738,-1.5809852,-4.318941,0.06789482964409722,surprised
Actor_22,03-01-01-01-02-01-22.wav,-712.90045,70.99918,2.518858,11.849671,-6.8973036,13.638405,-7.548912,-0.040309973,-8.7908535,-8.347915,-5.1621833,-2.6026192,1.576335,-7.812465,-5.4118805,-0.2603388,-3.5880702,3.0615304,-7.069472,-3.2315567,0.05928572254068047,neutral
Actor_15,03-01-08-01-02-01-15.wav,-631.79694,84.984344,-2.1606507,7.9216146,6.84075,17.100754,-5.4262495,3.075225,-0.31556308,-1.7019608,-3.509197,1.9523093,1.9128257,1.279385,-0.3733929,-1.2048469,0.30274105,3.329519,0.8898003,-0.01587142,0.07191344513290229,surprised
Actor_14,03-01-01-01-02-01-14.wav,-765.14105,51.844822,3.9125,12.692248,-1.3999423,3.8285527,-8.389103,4.507469,-12.085243,-0.7992511,-3.326051,-1.0671655,-2.4400752,-4.290168,-3.6432402,-1.882125,-2.753394,-3.7537653,-2.904241,-2.424617,0.062480528661809816,neutral
Actor_07,03-01-04-01-02-02-07.wav,-658.00586,94.38582,0.06499286,14.858917,6.350691,14.752876,-11.687057,-0.38070056,-6.8190737,-10.327941,-4.7720175,-0.62351215,-5.5890956,-2.0079143,-0.05045161,1.596213,-8.271059,-2.2580535,2.0867796,-6.355321,0.07667360752410468,sad
Actor_02,03-01-03-02-02-02-02.wav,-558.6029,57.735268,-17.925467,0.6474382,-0.6263507,-1.7978334,-13.934751,-3.521386,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825,-3.1592925,-6.3280315,-8.698458,-2.5679734,-3.1535447,-9.310441,-1.6448,0.07307942708333333,happy
Actor_14,03-01-06-02-01-02-14.wav,-447.3576,31.920568,-32.85078,-4.3399706,-7.76725,-3.0895083,-19.924347,-2.268819,-8.117994,-13.357088,-0.5899924,-2.0019977,-7.7382264,5.6775894,5.6586504,7.646833,7.5184846,3.8986924,-2.0602322,-1.3025292,0.10828399658203125,fearful
Actor_02,03-01-03-02-02-01-02.wav,-564.886,59.037647,-17.660675,-0.29245853,0.6204666,-0.51987076,-12.686069,-5.5435715,-11.660215,-10.052526,-0.9895535,-3.7621117,-9.788853,-4.707024,-5.0041957,-8.387944,-2.1644776,-2.8855674,-9.528622,-3.2271237,0.08497637167744253,happy
Actor_16,03-01-05-02-02-01-16.wav,-451.00687,38.712643,-16.36935,3.6345222,-4.8834395,-0.9473013,-17.030104,2.0116603,-6.6699324,-13.561244,-7.302331,2.7734637,-6.758627,-7.30157,-3.9126859,-3.6932034,-8.139471,-2.8843012,-7.146157,-0.5774333,0.08967004770658263,angry
Actor_16,03-01-06-02-02-02-16.wav,-423.42587,43.87132,-24.625359,-2.5527585,-8.003719,0.45526782,-19.947565,-6.51398,-14.0800495,-12.363243,-7.039395,0.76167184,-9.032461,-10.480595,-1.4069798,6.576715,-1.6930503,1.1010906,-0.88041824,3.528176,0.11056676244300911,fearful
Actor_07,03-01-06-01-01-02-07.wav,-666.31006,77.826775,-6.2345257,11.061894,1.8930614,13.460344,-10.770214,-5.6061125,-9.452147,-9.306153,-5.7762713,-1.3667864,-1.9807466,-5.9571857,-1.8728832,1.6456887,-8.088735,-1.5142071,2.0568638,-5.871733,0.06166443056610942,fearful
Actor_09,03-01-01-01-02-01-09.wav,-794.5776,78.50653,11.63548,24.444126,9.23879,17.8448,2.876209,5.36347,-1.5300016,-2.4725568,2.596453,2.0632522,-2.5561259,0.14914954,2.2418866,1.6266366,-0.7795546,1.3502275,2.092211,-0.7876349,0.05926767172523962,neutral
